,int.rate,log.annual.inc,dtai,fico,days.with.cr.line,inq.last.6mths,delinq.2yrs,default
4161,0.0894,11.22524339,18.3,712,4715.0,1,0,0
6453,0.1114,11.12534939,13.35,722,4650.0,0,0,0
852,0.1134,9.825526011000001,11.68,682,4230.0,1,0,1
8261,0.1513,11.26446411,29.28,717,3330.0,3,0,0
8221,0.1457,9.998797732,8.73,642,9719.041667,0,1,0
7103,0.1533,11.00209984,11.2,732,4391.0,0,0,0
8679,0.1703,11.15625052,25.51,662,5189.958333,8,0,1
4550,0.0894,10.46321762,15.02,727,2250.0,0,0,0
7054,0.0788,11.00209984,4.96,752,5704.041667,0,0,0
2980,0.0932,10.90595598,4.69,737,5609.958333,1,0,0
3392,0.08,9.917390458,8.64,767,4529.958333,0,0,0
9478,0.1496,11.69524702,9.66,667,4200.041667,4,0,0
6144,0.07400000000000001,11.00209984,10.04,757,4351.0,0,0,0
1801,0.1287,10.18111929,20.14,692,1942.0,0,0,0
3137,0.1284,10.56100756,2.46,682,3180.0,1,0,0
5840,0.1357,11.51292546,9.8,702,4860.041667,2,1,0
9334,0.1287,10.73639668,17.82,727,10919.95833,2,0,0
380,0.1299,10.86856845,17.94,667,3269.0,2,0,1
4346,0.1357,11.184421400000002,23.22,702,7980.0,1,0,0
7845,0.1122,10.16585182,10.85,677,291.9583333,4,0,1
1627,0.1304,11.47210347,13.95,722,1139.041667,1,0,0
9109,0.1537,11.23848862,12.77,672,3749.958333,7,0,1
6558,0.1183,12.15477935,6.91,792,4204.041667,1,0,0
1065,0.0737,10.71973693,1.72,797,4559.958333,0,0,0
977,0.0737,11.49272276,0.0,782,6450.0,0,0,0
3189,0.1379,10.91508846,19.11,672,2309.958333,1,0,0
287,0.1217,11.69524702,6.81,662,2041.0416670000002,0,0,0
3127,0.1126,10.08163374,13.76,722,5400.0,0,0,0
8062,0.1438,11.00209984,21.34,642,5880.0,24,0,0
91,0.1122,10.30895266,12.36,682,1770.0,0,0,0
2974,0.1284,9.903487553,14.58,687,2249.0,0,0,0
6722,0.1357,11.95761129,8.88,687,3359.041667,1,0,0
8349,0.1829,11.53272809,14.8,652,4148.041667,1,0,1
3136,0.1411,12.07254125,17.75,707,4260.0,2,0,1
6926,0.0774,11.50791292,1.74,757,4380.0,0,0,0
8873,0.1568,11.22524339,8.83,677,1050.0,2,0,1
8598,0.1355,10.79957558,18.74,667,3540.0,4,1,0
8248,0.1861,11.22524339,29.47,662,3990.0,8,0,1
9335,0.1357,11.12136326,8.77,727,1349.958333,4,0,0
7917,0.1754,10.71441777,23.65,652,2670.0,0,0,0
951,0.1197,11.32659589,7.46,687,6900.0,0,0,0
872,0.0768,10.59663473,11.49,797,6959.958333,0,0,0
6601,0.16,10.84349481,8.88,687,2610.0,0,0,1
4738,0.1426,10.30895266,14.16,677,3089.958333,0,0,0
6657,0.0894,10.53209621,21.54,747,1950.0416670000002,4,0,0
8993,0.1663,9.852194257999999,17.68,662,2639.958333,6,0,1
4911,0.16,11.28983191,17.83,682,5160.0,2,0,0
7920,0.1249,11.31447453,15.13,702,11430.0,4,0,1
7747,0.0743,11.28978191,0.39,797,4441.0,0,0,0
65,0.1059,10.43382164,14.47,687,1110.0,1,0,1
5516,0.1496,11.17504424,8.73,702,5069.958333,1,1,0
2670,0.1568,11.28978191,16.3,662,4499.958333,0,0,0
6325,0.1183,9.903487553,13.02,702,3960.0,2,0,0
1181,0.1103,10.96819829,21.12,717,4619.958333,0,0,0
1469,0.1399,10.79314679,10.11,662,4830.0,1,0,0
6283,0.0894,11.56171563,12.53,777,10800.04167,0,0,0
2920,0.1221,11.12732181,17.82,727,6719.958333,3,0,0
666,0.0832,10.26813067,0.83,807,5189.0,1,0,0
4647,0.1878,11.28978191,15.6,672,1142.0,0,0,0
2424,0.1474,9.680344001,12.6,682,1263.0,1,0,0
6673,0.1183,11.06663836,22.22,767,7680.0,0,0,0
1495,0.1525,10.97164063,11.48,662,4920.0,3,0,1
2104,0.1316,10.858999,7.13,717,3120.041667,2,0,0
7235,0.0988,11.31447453,8.25,792,8506.0,1,0,0
3016,0.1158,11.49272276,5.08,752,3994.0,0,0,0
917,0.1197,11.06663836,22.28,697,5579.958333,1,0,1
8384,0.0863,11.3736634,6.74,737,4140.0,4,0,1
3090,0.1221,10.08580911,14.05,692,8769.0,0,0,1
5998,0.1322,11.60823564,15.4,692,3842.041667,2,0,1
8003,0.1786,11.849397699999999,24.04,652,6239.041667,2,0,1
9479,0.1496,11.35040654,11.21,667,2040.0416670000002,5,0,1
2256,0.08,11.77528973,17.15,782,7050.041667,0,0,0
885,0.1197,12.10071213,6.65,682,3900.0,3,0,0
1519,0.1146,11.05089001,15.83,727,3660.0,1,1,0
3547,0.1253,10.66895539,18.89,682,5130.0,2,0,1
3795,0.08,10.27505111,21.6,737,6809.958333,1,0,0
2751,0.1253,11.56171563,23.9,707,7500.0,0,0,0
5207,0.1218,10.96819829,19.7,712,3117.041667,1,0,0
2815,0.1284,10.77895629,4.0,707,3181.0,3,1,0
3606,0.1442,10.54534144,4.61,662,5490.0,1,0,0
5142,0.1531,9.61580548,22.72,692,1832.0,0,0,1
5689,0.1148,10.13459927,11.57,702,5760.0,2,0,1
4996,0.07400000000000001,10.81769612,7.96,807,14310.0,0,0,0
1836,0.1411,10.64661467,23.67,667,4980.041667,1,0,0
5219,0.1426,10.59663473,19.53,672,3780.0,2,0,1
6616,0.1253,11.17745273,13.83,692,2490.0,1,0,0
7801,0.1501,9.798127037,2.2,657,1548.0,0,0,0
2060,0.1347,11.81303006,12.18,702,3390.041667,1,0,0
4653,0.1253,12.05989014,6.45,722,3420.0,1,0,0
4117,0.1496,10.50506754,18.58,682,1110.0,1,0,0
5956,0.1392,11.53329656,13.1,682,11550.0,1,0,0
692,0.1103,10.66886237,2.34,687,1950.0,1,0,0
2451,0.0963,12.22587527,9.14,747,3960.0,0,0,0
3844,0.08,9.472704636,16.8,762,3660.0,0,0,0
8958,0.1379,10.1266311,22.18,692,4320.041667,5,0,0
3632,0.1347,10.27518903,23.54,687,2820.0,1,0,0
6559,0.0894,11.62735176,15.43,777,3000.041667,1,0,0
4823,0.07400000000000001,12.13350195,4.06,757,10320.0,1,0,0
7666,0.0788,11.03488966,22.49,737,6180.0,0,0,0
6414,0.1322,11.46126368,18.55,682,4410.0,2,0,0
1520,0.1367,9.61580548,14.0,662,3000.041667,0,0,1
3143,0.1347,11.73606902,14.86,692,8010.0,0,0,0
2475,0.0963,11.790557199999999,14.59,787,5459.958333,1,0,0
3869,0.1379,11.81303006,5.72,707,6060.958333,0,0,0
7850,0.1754,11.08214255,10.01,647,2368.958333,0,0,1
5320,0.1148,9.287301413,6.44,797,8939.958333,5,0,1
8148,0.1615,10.39476332,29.07,687,1471.0,1,0,0
4835,0.1287,10.51867319,9.79,682,2220.0,3,0,0
6039,0.1322,10.81977828,10.44,712,5520.0,3,0,0
5888,0.1496,11.51292546,17.24,702,4170.041667,0,0,0
6684,0.0894,11.271019500000001,0.61,782,3390.041667,1,0,0
7326,0.1099,10.54534144,11.24,717,3870.041667,2,0,0
7358,0.1136,11.22524339,4.46,697,3330.0,0,1,0
3223,0.1158,11.08214255,16.84,707,3749.958333,0,0,0
3317,0.1253,11.87059991,16.75,702,4799.958333,1,0,0
865,0.1324,10.385913699999998,22.0,672,2279.958333,3,0,0
6841,0.16699999999999998,12.85839783,1.77,692,1530.0,0,0,1
3490,0.0932,10.30895266,2.56,782,2339.958333,0,0,0
7221,0.1099,10.54534144,20.18,722,4830.0,1,0,0
4841,0.1947,11.91839057,0.98,667,6419.958333,0,0,0
3800,0.1221,10.08580911,19.35,687,13410.0,0,0,0
8916,0.1379,11.22524339,14.64,712,3780.041667,7,0,0
5549,0.1183,11.71993963,15.88,722,7442.0,2,0,0
2296,0.1284,10.91508846,8.92,732,2581.0,1,0,0
4664,0.0894,9.809176873,6.29,792,2670.0,1,0,0
5181,0.1218,13.5670492,0.6,707,5550.0,0,0,0
1824,0.1379,9.903487553,23.82,667,2700.041667,1,0,0
1554,0.1114,10.645424900000002,19.54,702,3990.0,1,0,0
9095,0.1284,11.21187442,13.83,722,4770.0,5,0,0
4237,0.0894,10.858999,10.89,762,4807.0,0,0,0
7967,0.1343,11.12726298,12.11,647,5489.0,12,0,0
1674,0.1525,11.91839057,6.82,682,4980.041667,0,0,0
8962,0.1663,10.48391386,1.51,707,690.0416667000001,0,0,1
8162,0.1299,10.71441777,22.77,692,5719.041667,6,0,1
5204,0.1357,10.23422911,24.96,702,1740.9583329999998,1,0,0
1342,0.1286,10.96819829,13.57,667,2519.958333,2,0,0
5021,0.1635,10.645424900000002,18.57,707,7710.0,1,0,0
4086,0.0932,10.59663473,15.03,742,3869.958333,0,0,0
4138,0.1392,10.81977828,13.9,677,5460.0,0,0,1
2499,0.1379,11.184421400000002,20.1,707,2430.0,0,0,0
1696,0.1051,11.77581267,5.07,712,4470.041667,0,0,1
5536,0.1218,10.50012383,13.02,707,4140.0,1,0,1
8991,0.1411,10.858999,11.28,677,1559.958333,4,0,0
5425,0.1565,10.42228135,11.36,682,2879.958333,1,0,0
6714,0.0859,10.89673933,9.98,752,6930.0,0,0,0
1687,0.0938,11.40756495,10.55,767,14580.0,3,0,0
164,0.1091,11.69524702,16.97,697,9659.0,3,0,1
1368,0.1272,11.31447453,11.12,677,6008.0,0,1,0
7269,0.1348,11.01862914,10.9,682,4560.041667,1,0,0
925,0.1703,11.48246626,16.53,662,5189.958333,3,3,0
8661,0.0832,10.81977828,0.6,737,609.0,0,0,0
4055,0.1284,10.77895629,22.45,687,8219.958333,0,0,0
2534,0.0737,11.08214255,2.38,782,3749.958333,0,0,0
4330,0.0859,10.77895629,13.5,757,4803.0,0,0,0
3617,0.1114,11.03488966,5.52,757,3899.958333,2,0,0
3249,0.1221,9.271999752000001,13.54,747,1289.958333,0,0,0
3891,0.1253,10.59663473,18.39,687,4050.0,0,0,0
3608,0.1095,10.83879629,12.69,762,5969.958333,5,0,1
957,0.1292,9.825093485,9.41,662,11039.95833,1,1,0
6019,0.1183,10.71441777,20.69,737,3420.041667,0,0,0
5676,0.07400000000000001,10.81977828,17.93,772,9420.0,0,0,0
5763,0.1322,10.858999,8.58,697,3750.041667,1,0,0
1973,0.1442,11.51292546,13.57,662,5157.0,0,0,0
6970,0.1322,10.46310334,22.53,722,3150.041667,0,0,0
1871,0.1158,11.184421400000002,13.27,727,4050.0,2,0,1
9448,0.16699999999999998,10.49127422,2.67,692,5490.0,8,0,0
847,0.1229,10.27505111,4.18,662,2850.0,3,0,0
2229,0.1189,10.59653473,7.14,737,10110.04167,0,1,0
3313,0.1253,11.00049856,7.97,682,5370.0,1,2,0
7837,0.147,11.26446411,10.23,642,599.9583332999999,0,0,0
139,0.0996,10.37349118,1.13,677,1920.0,2,0,0
3447,0.1189,10.34817337,7.35,687,2399.958333,0,0,0
4873,0.1287,10.66895539,15.04,702,9720.958333,1,1,0
2408,0.0963,11.08214255,22.45,737,6930.0,0,0,0
9462,0.1287,12.429216199999999,7.55,697,6270.0,5,0,0
8671,0.1387,10.645424900000002,17.37,657,1710.0,0,1,0
741,0.0945,11.04132055,6.46,752,4500.0,2,0,0
8300,0.1608,10.858999,25.55,677,2430.041667,5,0,1
2406,0.0768,9.915663128,8.83,767,8280.041667,1,0,0
5253,0.16,10.59663473,15.24,672,1440.0,1,0,0
1656,0.1083,10.23995979,12.3,742,4500.041667,2,0,0
5604,0.0859,10.55841352,5.61,727,2310.0,1,0,0
8412,0.1545,11.35040654,21.91,657,3839.041667,3,0,0
8079,0.1565,10.18111929,29.41,692,3450.041667,2,0,0
1705,0.1505,10.81985828,10.63,677,4470.041667,0,1,0
491,0.0976,10.22557105,17.78,717,1830.0,2,0,0
3125,0.1253,10.77895629,17.95,687,4590.0,1,0,0
6163,0.0894,10.4341158,4.91,737,1860.0416670000002,0,0,0
7222,0.1025,11.112447900000001,15.17,717,8610.041667,1,0,0
1249,0.1254,11.27720313,10.92,672,5699.958333,0,0,0
5439,0.1218,11.15625052,7.41,712,4112.0,0,0,0
1725,0.1316,11.64395373,15.02,702,8880.041667,2,0,0
5575,0.1531,10.448714599999999,20.35,667,1860.0,3,0,0
6348,0.1531,11.30220443,6.59,662,4020.0,2,0,0
417,0.092,10.59663473,10.14,747,7800.041667,1,0,0
3985,0.1221,10.85892207,17.12,702,4169.958333,0,0,0
638,0.0945,11.69524702,4.19,787,5159.0,2,0,0
4608,0.1218,11.018448800000002,19.77,702,3990.0,0,0,1
2448,0.08,11.22524339,5.79,737,4800.0,0,0,0
1318,0.1254,11.37779279,20.95,702,6630.0,0,0,0
2795,0.1221,10.59663473,0.6,747,3779.958333,0,0,0
8267,0.1008,10.77895629,0.0,697,809.0,1,0,1
4481,0.0894,11.69524702,23.1,782,6389.958333,1,0,0
6787,0.0774,10.28629797,21.4,772,4410.0,0,0,0
660,0.1261,10.46310334,9.63,667,1290.041667,1,0,0
3856,0.1221,10.71441777,14.51,712,5699.958333,3,0,1
3709,0.0932,9.862665558,7.25,767,9662.958333,0,0,0
7015,0.0774,10.30895266,7.96,767,4170.041667,0,0,0
6996,0.0894,10.77895629,12.95,742,4560.041667,0,0,0
4893,0.0774,10.71441777,11.39,792,4410.0,1,0,0
8834,0.1304,11.849397699999999,4.89,697,6149.958333,4,0,0
9500,0.1218,11.61728548,11.78,737,5972.041667,4,0,0
890,0.1387,11.00209984,24.48,712,10110.0,0,0,0
2978,0.0963,10.83958091,0.24,792,3389.958333,3,0,0
6943,0.07400000000000001,11.11988288,0.52,792,15030.0,1,0,0
328,0.0712,10.26813067,0.0,777,3034.041667,1,0,0
4771,0.1253,10.5865844,2.97,692,2729.958333,0,0,0
5120,0.1218,10.37349118,24.0,692,5039.958333,0,0,0
412,0.1014,10.49127422,7.07,697,1560.041667,2,0,0
5613,0.1287,10.82774645,16.07,697,3629.958333,0,0,0
5064,0.1322,10.30895266,17.0,702,4770.0,0,0,0
6243,0.1565,10.91508846,4.25,742,2880.0,2,0,0
4321,0.1461,11.27456675,8.04,672,1830.0,1,0,0
6086,0.1114,10.08580911,3.3,717,1860.0416670000002,1,0,0
2008,0.1316,11.35040654,12.01,752,3749.041667,0,0,0
7609,0.1719,10.30895266,22.29,662,1554.0,1,0,0
8232,0.1071,10.55581274,12.28,687,2550.0,5,0,0
600,0.1071,10.77895629,14.58,717,5219.0,1,0,1
2497,0.1284,10.645424900000002,14.2,717,1620.0,0,0,0
5819,0.0774,12.82395734,0.3,807,9663.041667,2,0,0
8344,0.1545,10.30895266,18.8,647,1950.0416670000002,2,0,0
8152,0.1425,11.05089001,17.22,647,4199.041667,1,1,1
3831,0.0963,10.66895539,21.01,727,3720.0,1,0,0
7505,0.0988,10.62132735,10.6,732,7740.0,2,1,0
4095,0.0859,11.35040654,3.92,762,1896.0,1,0,0
4011,0.1189,11.18996158,11.85,752,2160.0,4,0,0
8326,0.1039,10.81977828,20.09,737,5039.041667,0,0,0
7022,0.1461,9.903487553,4.8,702,1560.041667,0,0,0
3653,0.08,9.68009397,12.6,762,6032.958333,1,0,0
9006,0.1379,11.13453063,13.82,707,14550.0,5,1,0
2747,0.1347,12.25486281,14.93,707,6359.958333,1,0,0
1686,0.1083,12.10071213,6.24,747,3600.0,2,0,1
2279,0.0768,11.59910316,14.12,777,7860.041667,2,0,0
8121,0.133,10.49127422,12.77,662,2430.041667,4,2,0
4177,0.1461,11.35223181,15.15,697,5550.0,0,0,0
3573,0.0932,11.73606902,3.35,752,7650.0,0,0,0
8406,0.1355,11.22524339,4.22,662,4559.041667,7,3,0
9103,0.1347,11.47210347,7.13,707,5987.958333,5,0,0
8595,0.1576,10.79939189,27.41,677,5189.958333,0,0,0
6667,0.0774,10.49127422,22.37,782,5490.0,0,0,0
8010,0.1343,10.30895266,13.16,647,3660.0,3,0,0
7385,0.1025,10.59663473,20.04,717,4872.041667,0,0,0
1276,0.0832,10.34174248,8.5,742,1860.0,0,0,0
3736,0.179,11.35040654,4.93,722,3749.958333,2,0,1
3119,0.1221,10.97780715,4.94,692,4079.958333,3,0,0
9412,0.1357,10.90824693,13.77,727,4955.041667,7,0,0
3995,0.1411,11.40756495,12.72,667,5309.958333,0,2,0
5672,0.1148,11.28978191,14.31,737,7170.0,0,0,0
1363,0.0907,10.37361617,1.84,742,2680.0,1,0,1
1407,0.1367,11.46163217,17.68,697,3330.0,1,0,0
8441,0.1513,10.27505111,24.08,662,3990.0,0,0,0
2067,0.1379,11.22524339,20.86,767,7950.041667,2,0,0
7972,0.1533,11.23848862,9.49,652,2789.0,1,1,1
4851,0.1218,11.22524339,16.06,717,5039.958333,0,0,0
3901,0.1126,10.49127422,22.83,722,3570.0,2,0,0
3714,0.1284,11.184421400000002,16.77,697,5850.0,0,0,0
3981,0.1316,11.35040654,18.31,702,3240.0,1,0,0
7247,0.1385,11.53272809,23.45,712,7921.041667,1,0,0
9085,0.0932,10.95954023,22.04,737,11819.95833,0,0,0
7205,0.1533,11.251560699999999,16.04,677,6030.041667,3,0,0
186,0.0933,11.00209984,0.82,767,2100.0,0,0,0
4531,0.1253,10.79949394,9.92,707,3539.958333,0,0,0
4821,0.0774,11.14706561,10.83,762,3209.958333,0,0,0
3187,0.1379,11.74799759,11.43,687,5310.0,0,2,0
2358,0.1221,11.112447900000001,11.77,742,5129.958333,1,0,0
3623,0.0932,10.4744671,2.34,797,8189.958333,0,0,1
4468,0.0774,11.62621844,15.26,737,10680.0,2,0,0
3719,0.08,10.71441777,17.84,772,6240.0,4,0,0
5982,0.0859,11.00209984,22.08,772,6060.041667,5,0,0
7509,0.1273,12.07254125,10.65,717,3840.041667,0,0,0
1518,0.1399,11.06663836,5.38,702,3600.0,2,0,1
113,0.0712,11.60823564,0.22,812,16213.0,0,0,0
4014,0.1411,11.09741002,17.51,682,5669.958333,3,2,0
1096,0.1197,11.41861479,7.89,677,5249.958333,3,1,0
6593,0.0988,10.71441777,12.91,797,5190.0,2,1,0
8355,0.0976,10.71441777,0.0,717,420.0,4,0,1
7053,0.0988,10.4341158,16.41,762,3091.041667,0,0,0
5215,0.1148,11.05089001,13.33,727,3060.0,0,0,0
245,0.1091,11.16368368,18.96,692,5430.0,1,1,0
9529,0.1099,11.08214255,19.57,687,7350.0,0,0,0
8376,0.16399999999999998,12.07254125,23.84,657,4740.0,3,0,1
9262,0.1461,10.73639668,4.02,722,2910.0,8,0,0
3578,0.08,10.37349118,17.48,767,8222.958333,0,0,0
5363,0.2017,11.22524339,11.25,672,4530.0,0,0,0
8101,0.1709,9.942708266,28.42,662,1208.041667,3,0,0
3276,0.1095,10.64026877,20.42,737,3119.958333,0,0,0
7184,0.1099,10.27505111,23.88,702,1920.0416670000002,2,0,0
7891,0.1754,10.34174248,22.37,642,4470.0,4,0,1
8230,0.1039,12.20906815,11.85,732,9779.0,15,0,1
3664,0.1347,10.30895266,22.84,672,1710.0,0,0,0
5791,0.07400000000000001,14.18015367,0.0,772,5071.0,0,0,0
2537,0.0963,10.645424900000002,9.03,742,2969.958333,3,0,0
3284,0.1442,12.07823927,9.69,662,7680.0,0,1,0
1016,0.0832,10.59663473,2.82,742,2070.0,0,0,0
238,0.0838,11.251560699999999,7.96,772,5909.041667,0,0,0
8187,0.1078,11.91839057,11.57,687,3450.041667,2,0,1
7260,0.1422,11.00209984,18.6,682,4470.0,0,0,0
3531,0.1284,10.43998092,8.42,687,2399.958333,1,0,0
226,0.1217,11.00209984,19.28,672,4740.0,2,0,1
5843,0.1322,10.9864446,9.3,692,6120.0,1,0,0
4702,0.1253,10.71441777,23.12,692,2459.958333,0,0,0
3008,0.1726,12.10071213,12.12,677,6961.0,0,1,0
1608,0.0938,11.71177632,14.72,727,3900.0,2,0,0
8686,0.08,9.903487553,7.66,732,1080.0,0,0,0
9181,0.1379,10.98549609,18.83,667,5309.958333,4,0,0
2288,0.0932,10.87804719,15.42,727,2340.041667,0,0,0
2647,0.0963,11.46167427,15.4,727,3090.0,2,0,0
2211,0.1189,9.952277717000001,8.57,722,3210.041667,1,0,1
6182,0.0894,11.43712375,15.02,732,6212.0,0,0,0
4359,0.1496,10.75790288,21.8,672,3179.958333,1,2,0
3433,0.0932,9.85198371,17.94,737,7262.0,1,0,0
3551,0.0894,11.184421400000002,10.2,782,13334.95833,0,0,0
4865,0.1496,11.40756495,16.12,752,10290.0,0,0,0
5521,0.1426,8.476371197,13.75,702,2580.0,0,0,1
9374,0.1531,10.55581274,8.34,667,3810.041667,6,0,0
94,0.0807,11.05089001,3.49,792,5939.0,1,0,0
4051,0.1095,10.37967204,15.43,717,3899.958333,0,0,0
8800,0.1728,11.19547123,21.1,642,6240.0,3,0,1
2139,0.1379,10.91508846,19.83,707,1500.0,0,0,0
695,0.1103,10.66347529,6.15,707,2820.041667,0,0,0
6069,0.1253,12.32385568,12.7,727,9000.0,1,0,0
5701,0.1253,11.30958454,5.12,727,1410.0,2,0,0
2157,0.1316,10.4341158,21.46,717,5490.0,0,0,0
8476,0.1229,10.858999,17.03,707,2579.958333,11,0,1
1586,0.1493,10.63969422,21.55,672,5460.0,0,0,1
5963,0.0774,11.35040654,0.17,777,6570.0,0,0,0
6137,0.1114,11.22524339,11.31,777,3000.041667,0,0,0
8901,0.1189,11.40756495,17.11,712,8040.0,1,0,0
5060,0.1114,11.35040654,17.39,727,3119.958333,0,0,0
7829,0.0807,11.28978191,0.09,727,6678.0,0,1,0
5540,0.2086,11.81303006,12.78,672,10169.95833,2,0,0
7405,0.1311,10.96819829,8.3,717,2730.041667,0,0,0
3041,0.0768,10.95960979,9.24,747,3120.0,1,0,0
6187,0.1496,11.57119437,9.87,692,4500.041667,2,0,0
1637,0.14300000000000002,11.27720313,18.14,692,4440.041667,3,0,1
8862,0.14300000000000002,10.38899537,19.5,687,840.0416667000002,2,0,1
5708,0.1183,10.1266311,12.96,742,1350.0,0,0,0
479,0.1071,8.9751293,3.04,682,6929.0,2,1,0
3748,0.1347,10.89673933,17.69,672,2100.0,0,0,0
2744,0.1284,10.81985828,13.17,702,10259.95833,2,0,0
8744,0.1064,10.59663473,2.07,702,11730.0,8,1,1
651,0.0863,11.00209984,8.94,732,4440.0,3,0,0
6979,0.1218,11.15625052,2.18,737,5101.0,0,0,1
2940,0.08,10.91501573,7.53,762,5219.958333,0,0,0
6762,0.1392,11.96400108,18.75,702,7110.041667,0,0,0
5509,0.1322,10.81977828,12.5,707,2580.0,3,0,0
5911,0.1148,10.40411131,21.49,717,1472.0,0,0,0
4323,0.1114,10.89851552,24.38,712,3869.958333,1,0,0
2342,0.1442,10.1266311,18.0,672,3780.041667,3,0,1
8334,0.1229,11.26446411,8.15,667,2819.041667,6,1,1
6766,0.0859,10.645424900000002,13.86,757,5730.041667,0,0,0
379,0.1078,10.37349118,0.38,682,1290.041667,0,0,0
5850,0.1114,10.30895266,5.16,747,2706.041667,4,0,0
8236,0.1482,11.55214618,25.47,692,8789.0,0,0,0
9061,0.0963,10.82774645,14.81,737,3840.0,4,0,0
8992,0.1537,11.35035948,4.04,702,9180.958333,7,0,0
1409,0.1083,11.01006801,16.01,732,5850.0,3,0,0
9223,0.1218,11.09011072,18.42,712,4529.958333,5,0,1
7007,0.1913,11.28978191,0.38,667,8370.0,2,1,0
8088,0.0901,10.77895629,8.3,717,870.0416667000002,1,0,0
1042,0.0832,10.71441777,11.04,767,7439.958333,0,0,0
2811,0.1095,11.11167148,18.89,777,8909.958333,0,0,0
2326,0.1284,10.59663473,19.44,727,4470.0,0,0,0
5594,0.1218,10.77895629,12.7,717,7080.0,1,1,0
6302,0.1218,10.30895266,24.56,707,2430.041667,3,0,1
4748,0.1531,10.69194491,6.14,662,6960.0,1,0,1
9491,0.1426,11.28978191,17.86,782,11220.0,0,0,0
163,0.0964,11.26446411,0.8,732,2129.958333,1,0,0
8720,0.145,11.91839057,26.27,697,5070.0,2,0,0
2644,0.0737,11.08220409,2.77,727,5219.958333,1,0,1
5141,0.1357,11.15625052,16.3,702,5610.0,2,0,0
9425,0.1426,10.645424900000002,9.14,677,6960.0,5,0,0
4160,0.1322,12.01370075,16.83,712,7199.958333,0,0,0
3397,0.1496,11.69524702,16.28,702,7020.0,0,0,0
4387,0.1253,10.91508846,3.01,702,2970.0,0,0,0
4376,0.1183,11.42118511,6.67,747,8070.0,4,0,0
1461,0.0938,10.1266311,15.98,767,3757.041667,3,0,0
3690,0.1189,11.22524339,15.25,727,5130.0,1,0,0
1977,0.1253,11.73446773,15.83,702,6420.041667,0,2,0
5557,0.0788,10.727663,7.74,717,3519.041667,0,0,0
7714,0.1482,10.71441777,19.12,652,2847.0,33,0,1
8627,0.1355,10.50232405,4.65,652,2040.0,1,1,0
4582,0.0859,11.00443046,22.73,742,2550.0,2,0,0
984,0.1008,11.88448902,5.53,707,5611.958333,2,0,0
2666,0.0963,11.51292546,4.81,802,9637.958333,1,0,0
824,0.08,10.80454281,2.24,777,3780.958333,1,0,0
543,0.0863,9.210340372000001,0.0,727,1110.0,0,1,0
9389,0.1148,11.22524339,15.44,732,7170.0,0,0,0
1448,0.1114,11.22524339,7.81,722,7140.0,0,0,0
1721,0.1284,11.7829526,17.68,707,4170.041667,3,0,0
662,0.0945,9.915613732,5.99,712,4470.0,0,0,0
4611,0.1218,11.40756495,13.68,717,3809.958333,2,0,0
8182,0.1836,11.12726298,26.7,657,3330.0,2,0,0
8450,0.1418,12.429216199999999,19.09,692,10259.95833,1,0,0
3501,0.1221,10.20359214,19.42,702,1800.0,0,0,0
820,0.1166,11.69524702,8.13,682,3060.0,0,0,0
5441,0.1183,10.66895539,23.79,707,2580.0,1,0,0
1256,0.1159,11.9511804,11.92,692,3089.958333,2,0,0
2122,0.1253,12.33490552,7.9,747,4680.0,1,0,0
1404,0.1241,11.03488966,22.43,682,8669.958333,2,2,0
3298,0.1158,11.35040654,19.82,742,5790.0,3,0,0
2972,0.1316,10.34174248,13.16,757,6450.0,2,0,0
5343,0.1357,11.60823564,16.12,687,3330.0,1,0,0
4171,0.1114,11.00209984,6.24,742,3990.0,0,0,0
2630,0.1221,10.49127422,20.33,677,3090.0,1,0,0
7902,0.1028,9.83091686,6.97,697,629.9583332999999,0,0,0
9225,0.1253,11.03488966,6.89,732,5430.0,4,0,0
3263,0.0963,11.23321156,15.41,747,5669.958333,0,0,0
9313,0.1322,10.59663473,24.54,677,3720.0,5,0,0
7691,0.1461,10.30895266,16.2,682,1769.9583329999998,2,0,1
2817,0.1253,10.49127422,24.6,712,4109.958333,2,0,0
3967,0.1284,10.16585182,7.8,752,13140.0,7,0,1
8446,0.1324,10.59021417,13.92,657,3600.0,0,0,0
1652,0.1178,11.62621844,7.77,712,3690.041667,2,0,0
493,0.0737,10.46310334,7.65,777,4620.041667,0,0,0
3890,0.08,11.08214255,17.13,757,6150.0,1,0,0
6208,0.1357,11.00209984,17.22,692,2850.0,1,0,0
6412,0.1218,11.36210258,9.99,742,7020.041667,1,0,0
7294,0.1025,10.51867319,3.66,742,2730.041667,2,0,0
7317,0.1459,9.994241916,11.41,692,5239.041667,1,0,0
5428,0.1392,10.89673933,15.0,682,3853.041667,0,0,1
8622,0.1134,10.645424900000002,5.6,682,1199.958333,6,0,1
5432,0.1531,11.82041016,5.99,682,3930.958333,0,0,1
7152,0.1025,10.40426284,1.42,727,4470.0,1,0,0
2378,0.1347,11.58058411,13.38,707,5579.958333,0,0,0
2458,0.08,10.81977828,11.4,792,3960.0,0,0,0
446,0.1425,10.77895629,2.1,672,3870.041667,2,0,0
1360,0.1588,11.46163217,24.19,667,5375.958333,0,0,0
3518,0.0932,9.825526011000001,19.14,752,8640.0,0,1,0
944,0.1608,11.31447453,19.96,662,6599.958333,1,0,1
5942,0.1183,11.45924237,5.38,707,3720.041667,0,1,0
