int.rate,log.annual.inc,dtai,fico,days.with.cr.line,inq.last.6mths,delinq.2yrs,default
0.0788,11.69524702,19.6,747,5100,0,0,0
0.0788,11.35040654,4.48,762,3750.041667,0,0,0
0.1025,10.40426284,1.42,727,4470,1,0,0
0.1311,10.59663473,17.82,702,6714.041667,1,0,0
0.1136,11.74403719,24.7,727,9240.041667,1,0,0
0.1422,9.769773286,3.36,707,1260.041667,0,0,0
0.1136,11.1844214,10.57,687,3365,0,0,0
0.1311,11.19821472,21.34,692,3450.041667,0,0,0
0.1025,10.08580911,10.81,702,3090.041667,0,0,0
0.1273,11.02516511,19.64,692,3030.041667,0,0,0
0.1533,11.51292546,20.48,667,8011,3,1,0
0.1496,11.04132055,18.5,702,2760.041667,2,0,0
0.0788,11.98292909,8.12,772,7710,1,0,0
0.1904,11.46163217,16.03,712,5640.041667,0,0,0
0.1793,11.91839057,23.44,672,3630,0,0,1
0.1136,11.09741002,18.42,682,2910,1,1,0
0.1348,11.09741002,2.71,682,4080,0,0,0
0.0788,12.20607265,3.02,767,5580.041667,2,0,0
0.1025,10.49127422,14.9,762,8882.041667,0,0,0
0.0714,11.05089001,12.19,742,3300,0,0,0
0.1422,10.71441777,4.51,692,3420.041667,0,0,0
0.1533,11.77528973,16.35,697,5700.041667,2,0,0
0.0788,11.74403719,5.94,787,5670.041667,0,0,0
0.1459,11.1078103,23.52,682,4380,1,0,0
0.1025,11.56171563,17.22,727,7200.041667,2,0,0
0.1099,10.91508846,22.49,697,3090.041667,0,0,0
0.1311,10.40426284,14.58,687,1980.041667,0,0,0
0.1114,11.91839057,7.13,722,3900.041667,0,0,0
0.0714,10.91474295,17.26,767,3961,0,0,0
0.1136,11.05633547,15.04,697,3690,3,0,0
0.1062,10.1266311,7.06,702,2792.041667,3,0,0
0.1062,11.03488966,18.29,712,3000,1,0,0
0.1273,10.46310334,5.11,717,3030.041667,0,0,1
0.0751,10.08580911,10.8,787,5520,3,0,0
0.1099,10.27505111,23.88,702,1920.041667,2,0,0
0.1348,11.26957921,3.6,742,8311.041667,5,0,0
0.1273,10.18111929,11.91,697,5040.041667,2,1,0
0.1025,11.69524702,14.2,732,13410.04167,1,0,0
0.1062,11.21559702,23.54,707,3840.041667,3,0,0
0.1385,11.3409502,21.72,712,5250.041667,0,0,0
0.1348,10.77895629,3.13,697,4440,1,0,1
0.1025,11.23445167,15.46,762,5580.041667,0,0,0
0.0774,11.03838355,22.99,742,7302,0,0,0
0.1062,10.82087768,16.18,732,3030.041667,3,0,0
0.1062,11.40756495,24.16,717,3840.041667,0,0,0
0.0988,10.35774282,20.76,722,2220,3,0,0
0.1025,10.57131693,20.86,717,4260.041667,0,0,0
0.0714,11.36210258,3.42,767,8970.041667,0,0,0
0.1459,10.858999,13.64,677,2850.041667,0,0,0
0.0788,9.852194258,24.32,717,11850.04167,1,0,0
0.1385,11.00209984,5.36,697,2099.041667,0,0,0
0.1348,10.93310697,21.26,697,5850,0,0,0
0.0714,10.83958091,16.99,762,5580.041667,1,0,0
0.1099,11.94470788,19.25,712,7590.041667,1,0,0
0.0788,10.20359214,21.56,717,2220,1,0,0
0.1533,11.2515607,16.04,677,6030.041667,3,0,0
0.1136,11.15665044,0.34,697,2160,2,0,0
0.1348,11.51292546,20.5,702,3750.041667,2,0,0
0.0788,10.73639581,10.74,727,2790.041667,0,0,0
0.1645,10.16585182,15.83,677,1473,0,0,1
0.1062,10.27505111,12.58,762,4110,0,0,0
0.1099,11.1124479,19.9,752,4200.041667,0,0,0
0.1136,10.30895266,21.68,702,3420.041667,1,1,0
0.1533,10.34174248,11.26,667,1560.041667,0,0,0
0.0788,10.74720759,10.3,777,4592.041667,0,0,0
0.1459,10.93310697,12.19,677,3270,0,1,0
0.0751,10.71441777,1.92,792,6543,2,0,0
0.1385,10.81977828,13.15,697,3450.041667,0,0,0
0.1273,10.26813067,15.5,687,1980.041667,2,0,0
0.1062,11.35369524,17.58,707,6180,0,1,0
0.0714,10.98529272,12.85,732,3480.041667,0,0,0
0.1099,10.54534144,20.18,722,4830,1,0,0
0.1025,11.1124479,15.17,717,8610.041667,1,0,0
0.1311,10.40426284,8.25,687,6635,2,1,1
0.1385,10.7938449,16.5,702,4383,2,1,0
0.1136,11.22524339,19.65,717,7050.041667,2,1,0
0.1062,11.35040654,17.92,732,4560.041667,0,0,0
0.1136,11.40756495,11.11,732,4921.041667,3,1,0
0.1459,11.22524339,14.64,712,4560.041667,0,0,0
0.1062,10.18490001,10.6,717,3840.041667,0,0,0
0.1062,11.24373798,15.41,717,3030.041667,0,0,0
0.0714,11.51092346,10.16,772,4380,1,0,0
0.0751,10.71441777,6.64,742,2250,1,0,0
0.0988,11.34398597,1.73,752,3767.041667,4,0,0
0.1348,11.31447453,13.07,687,4230.041667,0,0,1
0.0988,11.31447453,8.25,792,8506,1,0,0
0.1273,10.46310334,8.71,702,4530.041667,0,0,0
0.1136,11.93314361,9,742,4080,1,0,0
0.0788,11.81303006,14.09,752,10050.04167,1,0,0
0.1273,11.42954386,15.47,722,5708.041667,0,0,0
0.1136,12.01974307,17.76,727,8130,1,0,0
0.1136,10.93310697,8.61,697,2136,2,0,0
0.1422,11.00209984,16.06,687,1350.041667,0,0,0
0.1136,11.00209984,15.28,717,2640,2,0,0
0.1025,11.1844214,23.85,737,3810.041667,0,0,0
0.0788,10.77895629,10.22,737,4200.041667,1,0,0
0.0788,10.59663473,24.33,747,2701.041667,2,0,0
0.1385,11.53272809,23.45,712,7921.041667,1,0,0
0.1099,10.54534144,9,742,1620.041667,3,0,0
0.1273,10.82697234,18.35,697,3960,0,1,0
0.0788,10.42228135,21.23,747,4735,2,0,0
0.1311,11.04771035,20.96,707,4620.041667,0,0,0
0.1025,10.42228135,11.04,737,2610,2,0,0
0.1099,10.65225864,9.53,737,2430.041667,1,0,0
0.0988,11.15625052,16.82,747,6780.041667,0,0,0
0.1422,11.69524702,12.41,707,4440,2,0,1
0.1385,10.49127422,12.77,687,3570.041667,1,0,0
0.1273,11.36789969,15.27,722,5340.041667,0,0,0
0.0988,10.07005864,19.61,737,2970,1,0,0
0.1025,10.71441777,14.88,717,4470,1,0,0
0.1422,11.00209984,18.6,682,4470,0,0,0
0.1385,11.22524339,22.18,697,3210.041667,3,0,1
0.1496,11.28978191,13.24,687,2970,0,0,0
0.1273,11.70354582,21.63,712,5580.041667,2,0,0
0.0788,11.33857208,3.41,807,7410.041667,1,0,0
0.1025,11.36789969,12.12,712,3540.041667,0,0,0
0.1025,10.23995979,23.61,702,2280,2,0,0
0.1099,11.00209984,17.42,697,5700.041667,0,3,0
0.0751,11.08214255,9.82,787,5558,3,0,0
0.1348,11.01862914,10.9,682,4560.041667,1,0,0
0.1385,11.40756495,4.95,677,4290.041667,1,0,0
0.1025,11.08214255,9.3,742,1547,1,0,0
0.0751,10.96819829,9.89,777,5250.041667,1,0,0
0.1136,11.08214255,18.22,687,2301,2,0,0
0.1099,11.40756495,13.43,707,5610.041667,1,0,0
0.1311,9.903487553,20.88,677,3090.041667,0,1,1
0.157,11.19684392,3.29,662,6960,0,0,0
0.0788,10.83958091,10.68,727,4260.041667,0,0,0
0.157,11.79244935,14.21,692,3330,0,0,0
0.1099,10.89673933,24.67,707,4770,1,0,0
0.0751,10.58405595,8.87,757,4290.041667,0,0,0
0.1273,10.6454249,19.63,677,6390.041667,1,0,0
0.0788,11.91839057,4.05,772,4710,0,0,0
0.1459,10.87804719,16.53,687,1201.041667,0,0,0
0.1099,11.42954386,15.69,742,4845,1,0,0
0.0788,11.1844214,17.15,717,3690,1,0,0
0.0788,10.59663473,14.79,762,2611,0,0,0
0.1385,11.73606902,0,692,2250,0,0,1
0.1385,11.03488966,20.15,682,2580,0,0,0
0.1136,11.73606902,12.74,732,6690.041667,0,0,0
0.0714,11.14186178,0.2,762,7260,0,0,0
0.1062,11.26446411,12.32,757,6450.041667,0,0,0
0.1533,10.95080655,22.76,677,7005,2,0,0
0.1385,12.10625231,9.18,692,5886,2,0,0
0.1025,10.51867319,3.66,742,2730.041667,2,0,0
0.0788,10.91508846,21.84,722,5520,2,0,0
0.1099,12.27839331,0.41,752,4600.041667,0,0,0
0.1136,10.71441777,18.83,692,5190,1,0,0
0.1099,10.81977828,24.53,727,2430.041667,0,0,0
0.1533,11.35040654,22.63,682,3660,2,0,1
0.0751,10.59663473,15.57,742,2340.041667,2,0,0
0.1496,10.04324949,17.06,672,1422,3,0,0
0.1273,11.40756495,22.75,697,5010.041667,3,0,0
0.0714,10.83958091,22.38,747,10350.04167,3,0,0
0.1025,10.18111929,15.45,722,2610,3,0,0
0.1025,11.19134184,22.23,712,4830,0,0,0
0.1099,10.45791849,20.13,722,2220,0,0,0
0.1311,11.06663836,18.68,707,1800,3,0,0
0.1136,10.95080655,15.26,687,4740,1,0,0
0.1099,10.79712359,19.79,697,3060.041667,0,0,0
0.1311,11.3736634,11.24,692,7800.041667,1,0,0
0.1273,12.94800999,2.01,702,3660,1,0,0
0.1099,11.15625052,6.69,712,6030.041667,0,0,0
0.209,11.14186178,24.52,662,3660,1,1,1
0.1062,10.96876709,7.42,762,2280,1,0,0
0.1136,11.50287513,19.79,732,4650.041667,0,0,0
0.1422,12.28303369,12.04,692,6180,0,0,0
0.1459,9.994241916,11.41,692,5239.041667,1,0,0
0.1422,10.1266311,11.38,677,1470,0,0,0
0.0714,11.03488966,16.51,732,4290.041667,1,0,0
0.0988,9.472704636,17.54,732,2010.041667,3,0,0
0.1607,11.77528973,19.62,697,8910.041667,0,0,0
0.1496,10.62132735,16.42,687,6701.041667,0,1,0
0.1348,10.70211124,17.68,702,4860.041667,0,0,0
0.1025,11.59910316,15.34,747,4110,2,0,0
0.0788,10.89673933,21.27,727,5160,0,0,0
0.1099,10.54534144,11.24,717,3870.041667,2,0,0
0.1385,10.66895539,24,697,2340.041667,1,0,0
0.1311,10.46310334,13.71,692,5910,2,0,0
0.157,10.77895629,6.25,682,1246.041667,0,1,0
0.0788,11.46163217,10.77,732,5880,0,0,0
0.1496,11.47210347,12.85,677,6513.041667,1,1,0
0.1311,10.1266311,6.19,717,4140.041667,0,0,0
0.1348,10.49127422,14.77,682,2280,1,0,0
0.1136,10.71441777,20.11,712,2340.041667,0,0,0
0.1607,11.09741002,22.98,697,4620.041667,0,0,0
0.1533,10.49127422,8.47,662,2389.041667,2,0,0
0.1719,10.52406404,9.35,667,4680.041667,0,0,1
0.1099,11.2708539,14.14,732,3198.041667,1,0,0
0.1496,10.5865844,9.18,682,2520,1,1,0
0.0751,10.08580911,5.55,727,2040.041667,0,0,1
0.1099,11.15625052,17.04,707,2280,2,0,0
0.157,11.54248427,16.9,687,7620,0,0,0
0.1025,11.23681617,13.36,702,4835,1,0,0
0.1273,10.13459927,15.43,687,2928,0,0,0
0.1533,11.1844214,18.05,702,9540,0,0,1
0.1496,10.46310334,18.65,677,3870.041667,1,0,0
0.1348,11.38509209,10.34,677,3810.041667,1,0,0
0.1533,11.49272276,19,687,5340.041667,2,1,0
0.157,10.32219789,21,672,1740.041667,0,0,0
0.0788,12.20607265,4.18,737,6360.041667,2,1,1
0.0751,9.655026193,11.38,732,9840,0,0,0
0.1025,10.6454249,0.44,712,4080,0,0,0
0.1459,10.77895629,3.95,717,2430.041667,2,0,1
0.157,10.57928509,21.73,662,2550,0,0,0
0.1136,11.88448902,11.27,722,3570.041667,1,0,0
0.1311,11.00209984,8.88,687,5970.041667,0,0,0
0.1311,11.27720313,4.5,692,3271,0,0,0
0.1136,11.22524339,4.46,697,3330,0,1,0
0.1099,12.02574909,7.26,757,5220.041667,0,0,0
0.1273,10.08580911,10.9,722,1590.041667,1,0,1
0.2016,11.69524702,2.35,667,6810.041667,0,2,0
0.1136,11.81303006,20.51,727,7596.041667,0,0,0
0.1496,10.50278658,9.65,662,3540.041667,1,0,1
0.1025,11.60823564,5.41,772,5460,2,0,0
0.1719,10.83958091,4.8,667,2700.041667,0,0,0
0.157,11.50791292,9.68,717,5220.041667,0,0,0
0.0676,11.48246626,13.4,787,5490,0,0,0
0.1062,11.47833402,10.2,727,4890.041667,2,0,0
0.1099,11.314133,22.82,717,3750.041667,0,1,0
0.1459,10.34817337,6.15,682,1200.041667,0,0,0
0.1533,11.27720313,13.96,697,9721.041667,0,1,0
0.1496,11.40756495,17.6,667,6990,0,0,0
0.1645,9.680344001,1.88,677,1140,0,0,0
0.1385,10.6454249,10.83,677,4740,1,0,1
0.1136,10.91871823,16.13,687,6870.041667,0,1,0
0.1099,10.08580911,16.15,712,2520,2,0,0
0.1273,10.77895629,11.68,722,4596.041667,0,1,1
0.1496,10.4341158,9.78,687,4710,0,0,0
0.1682,10.30895266,3.16,662,1440,0,0,0
0.1348,10.81977828,21.07,697,2130.041667,1,0,1
0.0788,10.97799019,10.14,742,3375,0,0,0
0.1422,11.77528973,0.6,667,5940,0,0,0
0.1496,10.86856845,9.62,722,6210,0,0,0
0.1025,11.03488966,8.65,717,3630,2,0,0
0.1025,10.59663473,20.04,717,4872.041667,0,0,0
0.0988,11.50069093,14.32,722,7425.041667,1,0,0
0.0714,11.08214255,16.82,777,3750,0,0,0
0.1136,10.96819829,23.96,687,4020,1,0,1
0.1459,10.59663473,22.86,692,5194,1,0,0
0.157,10.76880073,2.32,672,1444,0,0,0
0.1348,10.49127422,11.9,707,11280,0,0,0
0.1136,10.71441777,6.51,687,4620.041667,1,0,0
0.157,11.40756495,4.93,667,1740.041667,1,0,0
0.1062,10.94552949,10.48,782,5400.041667,0,0,0
0.1025,11.66134547,18.61,707,6510.041667,0,0,0
0.1136,10.30895266,17,707,2340.041667,3,0,1
0.1136,9.764225485,0,717,7170.041667,1,0,0
0.0788,10.62132735,14.84,722,3390.041667,0,0,1
0.0788,10.81977828,3.46,757,5160,1,0,0
0.1607,12.28303369,14.23,747,9150,2,0,0
0.0988,11.47210347,9.26,732,7290,1,0,0
0.1793,11.77528973,2.34,662,5880,3,0,0
0.0714,11.51292546,3.14,767,4205.041667,0,0,0
0.1062,9.574983486,3.33,742,2520,1,0,0
0.1311,10.96819829,8.3,717,2730.041667,0,0,0
0.0751,11.22765382,18.31,742,5911,0,0,0
0.0676,10.87804719,23.55,757,6330.041667,0,0,0
0.1062,11.46163217,1.53,732,5040.041667,0,0,0
0.1348,10.83170686,15.68,697,1590.041667,1,0,0
0.1099,11.1844214,11.68,732,2760.041667,1,0,0
0.0788,10.71205943,11.79,717,2820.041667,3,1,0
0.1682,9.862665558,12.63,667,1560,0,0,0
0.1099,11.04132055,23.42,692,6030.041667,1,0,0
0.0751,11.15625052,11.49,747,3240,4,0,0
0.1311,11.00209984,2.82,687,3392.041667,2,2,0
0.1025,11.73606902,14.96,737,8490,0,0,1
0.1273,10.95080655,7.73,687,4680.041667,0,1,0
0.1607,11.81303006,20.88,682,10620,0,0,0
0.1459,10.49127422,18.9,662,8370,0,0,0
0.1099,10.98529272,0.63,697,4890.041667,1,1,0
0.1311,10.26813067,20.04,702,2070.041667,0,0,0
0.1645,12.10071213,13.96,687,9600.041667,1,0,1
0.1136,10.1266311,0.96,702,3210.041667,2,0,0
0.183,12.36734079,7.28,672,6570,1,1,1
0.1273,10.59663473,9.36,697,4921.041667,3,0,0
0.1422,10.46310334,12.75,712,3450.041667,0,0,0
0.0751,10.35469055,11.58,737,2071.041667,2,0,0
0.0788,10.71441777,7.92,757,8640.041667,1,0,0
0.1099,11.3736634,22.83,737,7350,3,0,0
0.0788,9.952277717,21.52,752,1688.041667,0,0,0
0.0751,11.08214255,20.05,757,2910,3,0,0
0.1422,11.22524339,17.56,682,5581,0,0,0
0.1062,11.3736634,14.95,732,5430,2,0,0
0.1311,10.2791805,9.68,697,4290.041667,0,0,0
0.1459,11.8493977,11.07,677,5700.041667,1,0,0
0.1496,10.50506754,23.84,677,1410,1,0,0
0.1533,11.17043516,15.75,692,4080,1,0,1
0.1025,11.15625052,9.09,747,4170.041667,3,0,1
0.157,10.87426647,7.36,662,4770,0,1,1
0.1136,10.79548559,17.61,712,3330,3,0,0
0.1385,11.81303006,19.29,687,14671,1,0,0
0.1062,11.63691144,0.28,797,7020,0,0,0
0.0788,10.80559822,16.89,727,5910,0,0,0
0.0751,10.51053203,21.02,732,8643.041667,0,0,0
0.1273,10.60757467,22.91,687,2642,0,0,0
0.0751,10.95080655,8.97,757,3780.041667,1,0,0
0.0788,10.37349118,11.93,767,3600,0,0,0
0.1062,10.71441777,17.23,707,4290.041667,3,0,0
0.1099,10.79259207,6.83,722,5253.041667,1,0,0
0.0676,11.65268741,6.25,777,5160,1,0,0
0.1136,10.71441777,8.83,727,3457.041667,0,0,1
0.1025,11.03488966,6.85,757,3842.041667,4,0,1
0.1025,11.22524339,5.54,722,4472,0,0,0
0.1311,10.91508846,6.37,687,3270,0,0,0
0.1062,10.80992995,11.96,752,5856,0,0,0
0.1311,10.77895629,8.4,682,3750,1,0,0
0.1025,13.30468493,4.61,732,7440.041667,0,0,0
0.1273,10.91508846,7.77,687,4230.041667,0,0,0
0.0788,10.55330961,15.29,747,3780.041667,0,0,0
0.0714,11.69524702,14.78,767,8580.041667,0,0,0
0.1136,10.42228135,16.82,712,1770.041667,0,0,0
0.0714,10.57131693,22.65,742,2730.041667,2,0,1
0.1422,11.14186178,17.57,682,3121.041667,0,0,0
0.1311,11.35040654,18.49,682,9300.041667,3,0,1
0.1496,11.08214255,20.77,667,4020,2,0,0
0.1136,11.41861479,22.59,727,4650.041667,0,0,0
0.1025,11.04292184,15.27,722,4500.041667,2,0,0
0.0751,10.62132735,16.8,747,6750.041667,1,0,0
0.0714,10.49127422,15.27,792,7650,0,0,0
0.1533,12.61153775,16.16,692,8220.041667,0,0,0
0.0988,11.51292546,4.12,757,6750.041667,0,0,0
0.1025,10.73639668,23.77,717,5309.041667,0,0,0
0.0714,11.010316,13.43,762,3690,0,0,0
0.0751,10.85321306,17.8,772,8340.041667,0,0,0
0.1099,10.53049493,14.36,702,3540.041667,0,0,0
0.1025,10.16585182,1.85,757,4620.041667,0,0,0
0.0988,10.62132735,24.64,722,5940,3,0,0
0.1136,12.1281111,11.07,727,4446,0,0,0
0.1025,10.75790288,20.5,702,5130,0,0,0
0.1459,9.574983486,6.33,687,1530,0,0,1
0.0988,10.81977828,6.1,742,3360,1,0,0
0.1311,12.20607265,7.98,712,6330.041667,0,0,0
0.1348,11.00209984,6.52,682,1680.041667,0,0,0
0.0988,10.59663473,5.16,757,4505.041667,3,0,0
0.0988,10.49127422,24.4,742,3120.041667,0,0,0
0.1311,11.55214618,11.88,687,3630,0,0,0
0.1099,10.79957558,17.88,737,7680,1,0,0
0.1533,11.22524339,0.64,677,3810.041667,0,0,0
0.1025,11.08214255,13.22,757,2700.041667,0,0,0
0.1136,11.9871063,5.27,707,7200.041667,1,0,0
0.1273,11.47210347,2.51,697,3392,1,0,0
0.1062,10.3859137,0.37,807,11730,6,0,0
0.0788,10.86475165,3.76,742,4980.041667,0,0,0
0.0988,12.4292162,4.95,757,4638.041667,1,0,0
0.1273,10.71441777,17.28,692,2400.041667,0,0,0
0.1099,11.13675106,12.27,722,2160,1,0,0
0.0751,11.09741002,4.33,782,12360,2,0,0
0.1136,11.28978191,23.1,722,5310.041667,0,0,0
0.1136,10.69194491,17.13,697,2280,1,0,0
0.1496,10.83958091,8.59,672,1650.041667,0,2,1
0.1311,10.08580911,18.2,697,3630,3,0,0
0.1273,10.51867319,12.16,722,4740,0,0,0
0.1273,11.46163217,21.68,702,4560.041667,0,0,0
0.1422,10.71441777,12.48,682,7050.041667,1,0,0
0.0988,10.62132735,10.6,732,7740,2,1,0
0.1273,10.75790288,2.04,687,3930.041667,1,1,0
0.1099,11.47210347,16.1,712,4320.041667,0,0,0
0.1311,9.862665558,2.63,692,1590.041667,1,0,0
0.1273,12.07254125,10.65,717,3840.041667,0,0,0
0.1496,11.41861479,3.98,707,4021,3,0,0
0.1136,11.69524702,3.6,727,9150,1,0,0
0.1025,10.81977828,13.66,752,5490,1,0,0
0.1099,10.59232546,15.97,722,4440,0,0,0
0.1136,11.49406879,24.24,707,8824,0,0,0
0.0751,10.30895266,5.4,752,2610,0,0,0
0.1136,12.03171926,5.39,712,5555,0,0,0
0.1273,10.16585182,17.12,692,6962,0,0,1
0.1273,11.13276254,21.13,717,4260.041667,2,0,0
0.1099,11.00209984,17.52,727,3900.041667,0,0,0
0.1273,11.27720313,24.67,712,4380,0,0,0
0.1025,10.46310334,11.59,717,3691,1,0,0
0.0988,10.51867319,20.04,737,3871.041667,0,0,0
0.0788,11.82217332,8.75,782,9240.041667,1,0,0
0.0788,11.16194854,19.72,762,4113,3,0,0
0.1533,11.46163217,15.92,672,2910,0,0,0
0.1273,11.26446411,16.15,697,2400.041667,3,0,0
0.1941,10.858999,11.15,672,5550,2,0,0
0.0676,10.59663473,19.83,777,11370,0,0,0
0.0714,11.05089001,8.57,752,5766.041667,3,0,0
0.1496,10.71441777,1.79,682,1230.041667,0,0,0
0.0788,10.66895539,13.87,752,3901.041667,1,0,0
0.0788,11.2708539,14.97,782,8850,0,0,0
0.0988,11.58988651,1.44,757,3509.041667,2,0,0
0.1099,10.16585182,10.71,687,3210.041667,1,0,0
0.157,9.998797732,10.36,662,1830,1,0,0
0.1348,11.5242412,18.91,702,5010.041667,2,0,0
0.1348,11.91839057,12.49,737,6570,0,0,0
0.0714,11.15910359,6.31,747,4260.041667,1,0,0
0.1459,11.79810441,12.48,692,6630,3,0,1
0.1348,10.59663473,14.58,682,3240.041667,0,0,1
0.1496,11.1844214,15.45,662,2614,2,0,0
0.1385,11.51292546,12.7,687,2520,0,0,0
0.1496,10.68464561,15.27,667,3720,0,0,0
0.1025,11.01862914,3.52,752,3060.041667,3,0,0
0.0714,11.28978191,6.57,752,6000.041667,3,0,0
0.0676,10.858999,14.54,777,3390,2,0,0
0.0639,11.22390917,14.18,782,7171.041667,2,0,0
0.0988,11.51292546,9.55,727,3000,0,0,0
0.1385,11.00209984,3.08,707,1170,3,0,1
0.1062,10.84848235,15,712,2550,2,0,0
0.0788,11.41861479,9.61,792,5700.041667,0,0,0
0.0714,11.22364211,19.7,777,5280.041667,0,0,0
0.1062,10.81977828,15.18,737,17616,0,0,0
0.1273,11.07906088,23.96,697,13980,0,0,0
0.1099,11.13225053,12.13,737,5400.041667,0,0,0
0.1273,11.1983243,18.85,707,6120.041667,0,0,0
0.1099,10.30895266,7.76,687,4650.041667,0,1,0
0.0676,11.00209984,10.18,752,10020.04167,1,0,0
0.1311,10.30895266,9.8,697,1264.041667,0,0,0
0.1025,11.30220443,7.36,797,12184.04167,1,0,0
0.1459,11.58058411,16.63,687,4170.041667,2,0,0
0.1062,10.22194128,5.76,707,3630,1,0,1
0.1607,10.36722157,23.07,672,1489,0,0,1
0.1496,12.46843691,12.58,687,9660.041667,2,0,0
0.0639,11.2515607,2.38,772,3510.041667,0,0,0
0.0988,11.54482134,14.44,727,5730.041667,0,0,0
0.1533,11.33413367,19.23,677,5910,0,0,0
0.0988,10.858999,2.47,717,2383.041667,0,0,0
0.1311,12.04355372,24.52,687,3479.041667,2,0,0
0.1533,10.7480872,8.87,677,2820.041667,1,0,0
0.0788,10.75790288,4.98,747,2940,0,0,0
0.1273,11.3736634,10.62,712,4230.041667,0,0,0
0.1136,11.1844214,17.82,712,9120,1,0,1
0.0788,11.56171563,4.97,792,6390.041667,0,0,0
0.157,10.30895266,9,672,1411.041667,1,0,0
0.1273,10.9273763,14.78,677,3840.041667,1,0,0
0.157,11.00209984,16.26,672,7920.041667,0,0,0
0.0788,11.15625052,14.37,752,6270,1,0,0
0.0988,10.858999,11.28,722,2670.041667,1,0,0
0.1459,11.22524339,1.86,707,1230.041667,0,0,0
0.0714,10.59663473,18.33,797,6210,0,0,0
0.1459,10.54534144,15.98,682,2370.041667,1,1,0
0.1273,10.04324949,21.23,687,2760.041667,0,0,0
0.1062,10.46310334,8.91,692,6090.041667,2,1,1
0.1062,11.00209984,6.26,727,3180.041667,0,0,0
0.0751,10.30895266,8.6,752,2522,0,0,0
0.0988,11.41861479,15.93,762,5642.041667,0,0,0
0.1422,12.4292162,14.91,677,5156,1,0,0
0.0751,11.04132055,12.75,737,5160,0,0,0
0.0988,11.10043574,17.67,737,3095.041667,1,0,0
0.1273,11.01862914,15.76,682,5340.041667,1,0,1
0.1025,11.00209984,15.64,702,2310.041667,0,0,0
0.1136,11.03488966,14.83,707,3030,0,0,0
0.1099,11.1844214,10.75,722,7140.041667,0,0,0
0.1025,11.91839057,7.66,787,6840.041667,0,0,0
0.1311,10.63364146,18.99,672,7680,3,0,0
0.1025,10.50506754,18.38,732,3394,0,0,0
0.1025,10.59763423,19.12,717,1649.041667,0,0,1
0.1136,10.77895629,13.18,702,8910.041667,1,0,0
0.1311,10.59663473,11.31,697,5550,0,0,0
0.1025,11.03135115,17.15,762,10560,4,0,0
0.0788,10.76848499,11.7,737,3390,0,0,0
0.1273,11.21182037,4.41,712,3841.041667,1,0,0
0.1459,11.48246626,18.15,707,6690.041667,1,1,0
0.1311,10.16585182,14.4,747,4320.041667,1,0,0
0.1273,11.09968017,22.75,707,3750,0,0,0
0.0988,10.90888746,19.39,762,12752.04167,1,0,0
0.183,12.7367009,11.99,752,5190,7,0,0
0.1719,10.30895266,22.29,662,1554,1,0,0
0.1062,11.77528973,15.98,787,12570.04167,5,0,0
0.0751,11.23321156,3.68,772,5130,0,0,0
0.1348,10.62861778,13.8,687,4080,0,0,0
0.1348,10.71441777,14.19,677,3750,2,0,0
0.1793,12.61153775,8.6,677,7170.041667,0,1,0
0.1311,10.95430918,10.85,682,4021,0,0,0
0.1311,11.17745273,16.38,682,2134.041667,0,0,0
0.1645,10.57385217,3.1,667,1140,3,0,0
0.1756,11.54790643,15.02,672,7320,3,0,0
0.1062,11.22524339,14.32,707,5910,1,0,0
0.1311,9.61580548,3.44,702,6000.041667,0,0,0
0.1348,10.59663473,24.66,687,5194,0,0,0
0.1459,10.23995979,24.6,662,5554,1,0,0
0.0988,10.55581274,24.5,717,4500.041667,0,0,0
0.1099,11.22524339,1.36,722,7530.041667,1,1,0
0.0988,11.00209984,9.8,757,6120.041667,1,0,0
0.1422,10.87804719,16.69,667,4710,0,1,0
0.1645,11.26446411,14.74,667,2730.041667,3,0,0
0.1062,10.69307155,22.39,722,5760.041667,0,1,0
0.1459,11.19821472,12.13,697,4560.041667,0,0,0
0.1025,10.82774645,14.83,717,4440,0,0,0
0.1136,11.03165864,18.64,722,4290.041667,1,0,0
0.1496,10.08580911,22.8,682,5520,3,0,0
0.1099,10.858999,6.55,692,3510.041667,1,0,0
0.0788,10.83958091,13.36,737,4890.041667,1,0,0
0.1062,10.87804719,13.86,722,9150,2,0,0
0.1099,10.23995979,0.64,742,1230.041667,0,0,0
0.1311,11.69524702,16.69,692,4470,1,1,0
0.1311,11.23848862,11.92,697,5430.041667,0,0,0
0.0751,10.18111929,16.5,737,2763.041667,0,0,0
0.0639,9.655026193,21.46,777,7712,0,0,0
0.0751,10.57131693,12.86,762,6060.041667,3,0,0
0.1607,10.71441777,9.33,672,1770.041667,0,0,0
0.1099,10.89766482,23.51,707,5160,2,0,0
0.1136,10.93761465,9.73,727,5880,1,0,0
0.1311,10.71441777,22.91,692,2910,3,0,0
0.1273,10.62132735,11.41,742,1260.041667,0,0,0
0.0751,10.75790288,12.77,747,3420.041667,0,0,0
0.1422,10.91508846,20.75,672,5820,0,1,0
0.1273,11.71177632,24.44,702,5880,1,0,0
0.1062,10.37349118,11.29,722,1950.041667,0,0,0
0.1136,10.858999,7.89,692,8010,0,0,0
0.1348,8.9226583,21.44,702,1112,1,0,0
0.1422,10.858999,15.65,677,4500.041667,2,0,0
0.1062,12.24135291,5.34,747,10050.04167,4,0,0
